input_ids,token_type_ids,attention_mask
"[[101, 17712, 3508, 999, 26726, 2015, 1043, 14142, 16420, 1006, 24646, 18940, 7011, 23858, 1007, 1013, 5308, 1012, 2753, 7382, 1020, 1010, 4002, 2213, 2475, 1013, 5308, 1012, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2382, 1012, 4413, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 21929, 2232, 13777, 3775, 4590, 12170, 2121, 21638, 15916, 10210, 8814, 3619, 2818, 17643, 19722, 2099, 1011, 1062, 23111, 26547, 2884, 1011, 1014, 1012, 1019, 2140, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5179, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 7601, 11636, 1045, 5620, 6021, 16417, 26086, 9397, 8237, 2121, 3233, 2121, 6519, 21025, 7559, 2890, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1022, 1012, 2753, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8877, 1011, 1996, 10867, 2080, 3467, 11774, 11624, 27225, 2063, 18758, 1010, 4372, 4868, 2487, 1010, 4589, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1017, 1012, 24406, 1012, 5345, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2004, 10790, 2581, 24434, 2004, 7559, 2064, 1012, 1049, 2546, 17465, 2487, 11122, 2099, 1038, 13687, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4466, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 4409, 2319, 2715, 2050, 26261, 3600, 12269, 2063, 4895, 3334, 18780, 2480, 17889, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1015, 1012, 4601, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 21929, 2232, 10258, 2953, 8915, 9397, 7033, 7204, 28799, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6356, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 24529, 2140, 1011, 20405, 2707, 6218, 1011, 8040, 7295, 10285, 20760, 5369, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 14378, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2288, 3122, 6598, 2007, 7415, 1011, 28145, 7011, 8043, 17364, 2063, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4293, 1012, 5818, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 11759, 6381, 19857, 18719, 2290, 16833, 3263, 19968, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1019, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 5898, 13844, 5594, 19968, 13004, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1023, 1012, 5345, 1012, 1012, 1023, 1012, 5345, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6192, 4013, 10550, 1064, 2489, 15637, 5488, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2753, 2509, 1012, 2385, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 15214, 4371, 4183, 15214, 4371, 4183, 6622, 8301, 11624, 27225, 10230, 5403, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2459, 1012, 5986, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 13942, 17595, 26775, 4710, 1011, 13059, 21756, 2571, 1011, 29536, 19731, 12146, 13462, 1006, 3424, 1011, 6911, 2753, 19968, 1009, 28157, 1013, 4550, 8043, 15333, 2531, 19968, 1007, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4700, 1012, 3429, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 4828, 11253, 2571, 28246, 27859, 4590, 2063, 24665, 2080, 19310, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 26667, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2327, 8197, 2243, 12509, 1011, 10439, 19341, 4263, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2539, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3103, 3871, 4133, 2480, 14270, 5054, 8183, 6935, 8668, 19459, 1010, 2871, 1060, 2871, 1060, 1020, 4642, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1021, 1012, 5818, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8915, 8737, 3126, 13523, 8609, 4371, 6112, 15203, 2459, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4749, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 3103, 3871, 4133, 2480, 14270, 5054, 8183, 6935, 8668, 19459, 1010, 2871, 1060, 2871, 1060, 1020, 4642, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1021, 1012, 5818, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8915, 8737, 3126, 6671, 14270, 5054, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5354, 1012, 4229, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 19568, 4014, 9521, 2665, 8873, 12096, 2771, 21638, 11253, 11022, 2099, 1011, 12849, 14376, 14270, 5054, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2321, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 10882, 5831, 2243, 14403, 1060, 2629, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 13285, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3923, 3040, 1016, 14181, 2595, 5013, 12173, 16643, 27235, 2140, 1010, 18226, 1010, 29058, 1010, 4749, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 25926, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 4770, 24240, 6289, 9691, 1015, 19646, 2290, 1010, 1047, 2571, 23242, 2121, 2410, 3461, 1010, 1048, 1024, 13741, 4642, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2484, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 16012, 7630, 19857, 18719, 2290, 17311, 2818, 22930, 9834, 4589, 27698, 7630, 2618, 24665, 2080, 19310, 23947, 5575, 10210, 17151, 17298, 2546, 3270, 7295, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6391, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 16012, 7630, 13109, 11012, 8625, 3372, 7512, 3678, 1011, 16405, 26229, 24665, 2080, 19310, 23947, 5575, 12681, 20175, 8004, 2102, 7530, 18357, 3211, 3351, 13109, 11012, 2368, 1004, 15536, 8024, 2102, 4078, 2378, 8873, 21548, 10497, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6486, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 9233, 2953, 10630, 1011, 11502, 27487, 2760, 10093, 2229, 3683, 4523, 17406, 2063, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 11518, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 4438, 3626, 1006, 1023, 1012, 1019, 1011, 2410, 1010, 1017, 2361, 2243, 1007, 28407, 2368, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2321, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 5745, 27496, 1042, 2015, 1016, 1012, 1021, 2676, 1010, 1019, 1062, 14511, 1010, 2632, 2226, 1010, 11895, 2386, 2080, 2139, 5686, 1010, 2322, 1011, 1043, 1006, 2396, 1011, 17212, 1024, 3326, 2620, 2581, 1011, 1022, 1007, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1015, 1012, 25926, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4199, 2099, 13989, 10701, 7216, 2785, 2545, 8838, 2944, 2140, 2760, 2310, 12096, 5349, 8237, 6519, 2656, 1011, 2756, 1062, 14511, 1010, 10710, 2140, 1012, 2022, 14081, 8004, 5575, 1006, 2396, 1011, 17212, 1024, 3106, 22610, 1011, 1017, 1007, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6391, 1012, 5345, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 13387, 2099, 22312, 1015, 1012, 1014, 1011, 2821, 2638, 11693, 7389, 9759, 3070, 8337, 8671, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6486, 2683, 1012, 4002, 2620, 2683, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 3536, 19735, 1011, 20934, 5403, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1023, 1012, 6486, 2487, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 25176, 4013, 2618, 2595, 5881, 2063, 1010, 3263, 1043, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1017, 1012, 16528, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 9395, 5795, 5795, 2053, 1012, 1020, 26071, 2531, 19875, 19413, 2226, 2139, 11848, 2618, 6519, 23506, 2368, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4601, 1012, 2322, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1018, 22827, 2389, 3968, 9050, 2696, 7317, 11962, 5054, 4063, 4724, 2509, 11413, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2484, 1012, 2753, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1018, 22827, 2389, 3968, 9050, 2696, 7317, 11962, 5054, 4063, 4724, 2509, 11413, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2484, 1012, 2753, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 19817, 2860, 1011, 7987, 6633, 19022, 10581, 5620, 20501, 1010, 8040, 26036, 10609, 13578, 5244, 2063, 1043, 18939, 16048, 2581, 2683, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2603, 1012, 5511, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 23853, 29656, 2814, 4601, 22025, 2509, 7710, 2015, 10654, 6238, 1011, 11867, 9257, 24759, 20501, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1022, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 14941, 2121, 2184, 1038, 20051, 2102, 18672, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1019, 1012, 6365, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8289, 2063, 12849, 8737, 10450, 3468, 9543, 6528, 4502, 15312, 2063, 9413, 13462, 2480, 2102, 3280, 2434, 4502, 15312, 2063, 1011, 6522, 17324, 16703, 2509, 4402, 6522, 17212, 1012, 4029, 2549, 2595, 2140, 22330, 2319, 10210, 9090, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1015, 1012, 5179, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 1000, 2175, 15878, 2884, 1000, 25540, 2884, 10210, 2128, 2232, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6535, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 21122, 6155, 27156, 4895, 3334, 29122, 2094, 13970, 24175, 10867, 19330, 12848, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1022, 1012, 3938, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 2849, 13089, 11012, 2063, 14405, 13492, 5831, 2102, 3263, 2595, 16068, 2692, 27487, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1021, 1012, 2753, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 26261, 7317, 13765, 10143, 2063, 8731, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 4261, 2581, 102]]","[[0, 0, 0, 0]]","[[1, 1, 1, 1]]"
"[[101, 7367, 21218, 2882, 16360, 2891, 6151, 6188, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1017, 1012, 4749, 2509, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 5003, 29312, 7053, 13675, 26010, 3770, 2291, 10210, 4403, 2028, 1060, 2546, 4950, 1010, 26113, 6132, 22368, 1010, 3770, 7382, 1011, 27885, 6460, 22462, 2615, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2382, 1012, 6109, 2549, 1012, 5709, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 23205, 2239, 1040, 23352, 8889, 16216, 13821, 2063, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 1015, 1012, 5641, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 16215, 9307, 4536, 23067, 3070, 7163, 6904, 8093, 12173, 1011, 2785, 2545, 8838, 3109, 17643, 2226, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 6365, 1012, 4868, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3617, 2309, 1048, 27698, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 1023, 1012, 4749, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 3158, 3995, 2909, 10085, 3597, 3263, 27838, 7096, 1011, 2418, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 18677, 1012, 3770, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 13926, 20573, 16537, 14907, 9413, 28911, 12439, 1011, 1022, 2290, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2184, 1012, 3770, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 4003, 3695, 8873, 27401, 2892, 23654, 2121, 14925, 18613, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5354, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 4003, 3695, 8873, 27401, 2892, 23654, 2121, 14925, 18613, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 5354, 2683, 1012, 4002, 102]]","[[0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1]]"
"[[101, 12385, 5358, 1052, 21031, 8449, 3388, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2570, 1012, 3770, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 26947, 10143, 2121, 4895, 2072, 7077, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2321, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 7077, 10210, 14154, 3549, 16550, 102]]","[[0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1]]"
"[[101, 2539, 1012, 5585, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
"[[101, 8840, 18142, 2099, 9413, 3995, 1006, 1016, 1011, 1019, 1049, 1007, 21929, 5484, 1010, 9413, 3995, 1011, 2327, 1010, 2365, 13375, 3406, 4246, 1006, 5096, 1011, 2944, 2140, 1010, 14017, 22043, 29536, 11335, 2102, 14365, 2102, 1007, 102]]","[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]]"
"[[101, 20713, 1012, 4002, 102]]","[[0, 0, 0, 0, 0]]","[[1, 1, 1, 1, 1]]"
